city,tile_id,img_path,label_path,x0,y0,patch_width,patch_height,fold_id
DigitanieV2,0,Rio-Janeiro/Rio-Janeiro_EPSG32723_TOA_0.tif,Rio-Janeiro/COS9/Rio-Janeiro_0.tif,0,0,2048,2048,0
DigitanieV2,1,Rio-Janeiro/Rio-Janeiro_EPSG32723_TOA_1.tif,Rio-Janeiro/COS9/Rio-Janeiro_1.tif,0,0,2048,2048,1
DigitanieV2,2,Rio-Janeiro/Rio-Janeiro_EPSG32723_TOA_2.tif,Rio-Janeiro/COS9/Rio-Janeiro_2.tif,0,0,2048,2048,2
DigitanieV2,3,Rio-Janeiro/Rio-Janeiro_EPSG32723_TOA_3.tif,Rio-Janeiro/COS9/Rio-Janeiro_3.tif,0,0,2048,2048,3
DigitanieV2,4,Rio-Janeiro/Rio-Janeiro_EPSG32723_TOA_4.tif,Rio-Janeiro/COS9/Rio-Janeiro_4.tif,0,0,2048,2048,4
DigitanieV2,5,Rio-Janeiro/Rio-Janeiro_EPSG32723_TOA_5.tif,Rio-Janeiro/COS9/Rio-Janeiro_5.tif,0,0,2048,2048,5
DigitanieV2,6,Rio-Janeiro/Rio-Janeiro_EPSG32723_TOA_6.tif,Rio-Janeiro/COS9/Rio-Janeiro_6.tif,0,0,2048,2048,6
DigitanieV2,7,Rio-Janeiro/Rio-Janeiro_EPSG32723_TOA_7.tif,Rio-Janeiro/COS9/Rio-Janeiro_7.tif,0,0,2048,2048,7
DigitanieV2,8,Rio-Janeiro/Rio-Janeiro_EPSG32723_TOA_8.tif,Rio-Janeiro/COS9/Rio-Janeiro_8.tif,0,0,2048,2048,8
DigitanieV2,9,Rio-Janeiro/Rio-Janeiro_EPSG32723_TOA_9.tif,Rio-Janeiro/COS9/Rio-Janeiro_9.tif,0,0,2048,2048,9
DigitanieV2,0,Strasbourg/Strasbourg_EPSG32632_0.tif,Strasbourg/COS9/Strasbourg_0-v4.tif,0,0,2048,2048,0
DigitanieV2,1,Strasbourg/Strasbourg_EPSG32632_1.tif,Strasbourg/COS9/Strasbourg_1-v4.tif,0,0,2048,2048,1
DigitanieV2,2,Strasbourg/Strasbourg_EPSG32632_2.tif,Strasbourg/COS9/Strasbourg_2-v4.tif,0,0,2048,2048,2
DigitanieV2,3,Strasbourg/Strasbourg_EPSG32632_3.tif,Strasbourg/COS9/Strasbourg_3-v4.tif,0,0,2048,2048,3
DigitanieV2,4,Strasbourg/Strasbourg_EPSG32632_4.tif,Strasbourg/COS9/Strasbourg_4-v4.tif,0,0,2048,2048,4
DigitanieV2,5,Strasbourg/Strasbourg_EPSG32632_5.tif,Strasbourg/COS9/Strasbourg_5-v4.tif,0,0,2048,2048,5
DigitanieV2,6,Strasbourg/Strasbourg_EPSG32632_6.tif,Strasbourg/COS9/Strasbourg_6-v4.tif,0,0,2048,2048,6
DigitanieV2,7,Strasbourg/Strasbourg_EPSG32632_7.tif,Strasbourg/COS9/Strasbourg_7-v4.tif,0,0,2048,2048,7
DigitanieV2,8,Strasbourg/Strasbourg_EPSG32632_8.tif,Strasbourg/COS9/Strasbourg_8-v4.tif,0,0,2048,2048,8
DigitanieV2,9,Strasbourg/Strasbourg_EPSG32632_9.tif,Strasbourg/COS9/Strasbourg_9-v4.tif,0,0,2048,2048,9
DigitanieV2,0,Toulouse/Toulouse_EPSG32631_0.tif,Toulouse/COS9/Toulouse_0-v4.tif,0,0,2048,2048,0
DigitanieV2,1,Toulouse/Toulouse_EPSG32631_1.tif,Toulouse/COS9/Toulouse_1-v4.tif,0,0,2048,2048,1
DigitanieV2,2,Toulouse/Toulouse_EPSG32631_2.tif,Toulouse/COS9/Toulouse_2-v4.tif,0,0,2048,2048,2
DigitanieV2,3,Toulouse/Toulouse_EPSG32631_3.tif,Toulouse/COS9/Toulouse_3-v4.tif,0,0,2048,2048,3
DigitanieV2,4,Toulouse/Toulouse_EPSG32631_4.tif,Toulouse/COS9/Toulouse_4-v4.tif,0,0,2048,2048,4
DigitanieV2,5,Toulouse/Toulouse_EPSG32631_5.tif,Toulouse/COS9/Toulouse_5-v4.tif,0,0,2048,2048,5
DigitanieV2,6,Toulouse/Toulouse_EPSG32631_6.tif,Toulouse/COS9/Toulouse_6-v4.tif,0,0,2048,2048,6
DigitanieV2,7,Toulouse/Toulouse_EPSG32631_7.tif,Toulouse/COS9/Toulouse_7-v4.tif,0,0,2048,2048,7
DigitanieV2,8,Toulouse/Toulouse_EPSG32631_8.tif,Toulouse/COS9/Toulouse_8-v4.tif,0,0,2048,2048,8
DigitanieV2,9,Toulouse/Toulouse_EPSG32631_9.tif,Toulouse/COS9/Toulouse_9-v4.tif,0,0,2048,2048,9
DigitanieV2,0,Biarritz/Biarritz_EPSG32630_0.tif,Biarritz/COS9/Biarritz_0-v4.tif,0,0,2048,2048,0
DigitanieV2,1,Biarritz/Biarritz_EPSG32630_1.tif,Biarritz/COS9/Biarritz_1-v4.tif,0,0,2048,2048,1
DigitanieV2,2,Biarritz/Biarritz_EPSG32630_2.tif,Biarritz/COS9/Biarritz_2-v4.tif,0,0,2048,2048,2
DigitanieV2,3,Biarritz/Biarritz_EPSG32630_3.tif,Biarritz/COS9/Biarritz_3-v4.tif,0,0,2048,2048,3
DigitanieV2,4,Biarritz/Biarritz_EPSG32630_4.tif,Biarritz/COS9/Biarritz_4-v4.tif,0,0,2048,2048,4
DigitanieV2,5,Biarritz/Biarritz_EPSG32630_5.tif,Biarritz/COS9/Biarritz_5-v4.tif,0,0,2048,2048,5
DigitanieV2,6,Biarritz/Biarritz_EPSG32630_6.tif,Biarritz/COS9/Biarritz_6-v4.tif,0,0,2048,2048,6
DigitanieV2,7,Biarritz/Biarritz_EPSG32630_7.tif,Biarritz/COS9/Biarritz_7-v4.tif,0,0,2048,2048,7
DigitanieV2,8,Biarritz/Biarritz_EPSG32630_8.tif,Biarritz/COS9/Biarritz_8-v4.tif,0,0,2048,2048,8
DigitanieV2,9,Biarritz/Biarritz_EPSG32630_9.tif,Biarritz/COS9/Biarritz_9-v4.tif,0,0,2048,2048,9
DigitanieV2,0,Buenos-Aires/Buenos-Aires_EPSG32721_TOA_0.tif,Buenos-Aires/COS9/Buenos-Aires_0.tif,0,0,2048,2048,0
DigitanieV2,1,Buenos-Aires/Buenos-Aires_EPSG32721_TOA_1.tif,Buenos-Aires/COS9/Buenos-Aires_1.tif,0,0,2048,2048,1
DigitanieV2,2,Buenos-Aires/Buenos-Aires_EPSG32721_TOA_2.tif,Buenos-Aires/COS9/Buenos-Aires_2.tif,0,0,2048,2048,2
DigitanieV2,3,Buenos-Aires/Buenos-Aires_EPSG32721_TOA_3.tif,Buenos-Aires/COS9/Buenos-Aires_3.tif,0,0,2048,2048,3
DigitanieV2,4,Buenos-Aires/Buenos-Aires_EPSG32721_TOA_4.tif,Buenos-Aires/COS9/Buenos-Aires_4.tif,0,0,2048,2048,4
DigitanieV2,5,Buenos-Aires/Buenos-Aires_EPSG32721_TOA_5.tif,Buenos-Aires/COS9/Buenos-Aires_5.tif,0,0,2048,2048,5
DigitanieV2,6,Buenos-Aires/Buenos-Aires_EPSG32721_TOA_6.tif,Buenos-Aires/COS9/Buenos-Aires_6.tif,0,0,2048,2048,6
DigitanieV2,7,Buenos-Aires/Buenos-Aires_EPSG32721_TOA_7.tif,Buenos-Aires/COS9/Buenos-Aires_7.tif,0,0,2048,2048,7
DigitanieV2,8,Buenos-Aires/Buenos-Aires_EPSG32721_TOA_8.tif,Buenos-Aires/COS9/Buenos-Aires_8.tif,0,0,2048,2048,8
DigitanieV2,9,Buenos-Aires/Buenos-Aires_EPSG32721_TOA_9.tif,Buenos-Aires/COS9/Buenos-Aires_9.tif,0,0,2048,2048,9
DigitanieV2,0,Helsinki/Helsinki_EPSG32635_0.tif,Helsinki/COS9/Helsinki_0-v4.tif,0,0,2048,2048,0
DigitanieV2,1,Helsinki/Helsinki_EPSG32635_1.tif,Helsinki/COS9/Helsinki_1-v4.tif,0,0,2048,2048,1
DigitanieV2,2,Helsinki/Helsinki_EPSG32635_2.tif,Helsinki/COS9/Helsinki_2-v4.tif,0,0,2048,2048,2
DigitanieV2,3,Helsinki/Helsinki_EPSG32635_3.tif,Helsinki/COS9/Helsinki_3-v4.tif,0,0,2048,2048,3
DigitanieV2,4,Helsinki/Helsinki_EPSG32635_4.tif,Helsinki/COS9/Helsinki_4-v4.tif,0,0,2048,2048,4
DigitanieV2,5,Helsinki/Helsinki_EPSG32635_5.tif,Helsinki/COS9/Helsinki_5-v4.tif,0,0,2048,2048,5
DigitanieV2,6,Helsinki/Helsinki_EPSG32635_6.tif,Helsinki/COS9/Helsinki_6-v4.tif,0,0,2048,2048,6
DigitanieV2,7,Helsinki/Helsinki_EPSG32635_7.tif,Helsinki/COS9/Helsinki_7-v4.tif,0,0,2048,2048,7
DigitanieV2,8,Helsinki/Helsinki_EPSG32635_8.tif,Helsinki/COS9/Helsinki_8-v4.tif,0,0,2048,2048,8
DigitanieV2,9,Helsinki/Helsinki_EPSG32635_9.tif,Helsinki/COS9/Helsinki_9-v4.tif,0,0,2048,2048,9
DigitanieV2,0,Le-Caire/Le-Caire_EPSG32636_TOA_0.tif,Le-Caire/COS9/Le-Caire_0.tif,0,0,2048,2048,0
DigitanieV2,1,Le-Caire/Le-Caire_EPSG32636_TOA_1.tif,Le-Caire/COS9/Le-Caire_1.tif,0,0,2048,2048,1
DigitanieV2,2,Le-Caire/Le-Caire_EPSG32636_TOA_2.tif,Le-Caire/COS9/Le-Caire_2.tif,0,0,2048,2048,2
DigitanieV2,3,Le-Caire/Le-Caire_EPSG32636_TOA_3.tif,Le-Caire/COS9/Le-Caire_3.tif,0,0,2048,2048,3
DigitanieV2,4,Le-Caire/Le-Caire_EPSG32636_TOA_4.tif,Le-Caire/COS9/Le-Caire_4.tif,0,0,2048,2048,4
DigitanieV2,5,Le-Caire/Le-Caire_EPSG32636_TOA_5.tif,Le-Caire/COS9/Le-Caire_5.tif,0,0,2048,2048,5
DigitanieV2,6,Le-Caire/Le-Caire_EPSG32636_TOA_6.tif,Le-Caire/COS9/Le-Caire_6.tif,0,0,2048,2048,6
DigitanieV2,7,Le-Caire/Le-Caire_EPSG32636_TOA_7.tif,Le-Caire/COS9/Le-Caire_7.tif,0,0,2048,2048,7
DigitanieV2,8,Le-Caire/Le-Caire_EPSG32636_TOA_8.tif,Le-Caire/COS9/Le-Caire_8.tif,0,0,2048,2048,8
DigitanieV2,9,Le-Caire/Le-Caire_EPSG32636_TOA_9.tif,Le-Caire/COS9/Le-Caire_9.tif,0,0,2048,2048,9
DigitanieV2,0,Montpellier/Montpellier_EPSG2154_0.tif,Montpellier/COS9/Montpellier_0-v4.tif,0,0,2048,2048,0
DigitanieV2,1,Montpellier/Montpellier_EPSG2154_1.tif,Montpellier/COS9/Montpellier_1-v4.tif,0,0,2048,2048,1
DigitanieV2,2,Montpellier/Montpellier_EPSG2154_2.tif,Montpellier/COS9/Montpellier_2-v4.tif,0,0,2048,2048,2
DigitanieV2,3,Montpellier/Montpellier_EPSG2154_3.tif,Montpellier/COS9/Montpellier_3-v4.tif,0,0,2048,2048,3
DigitanieV2,4,Montpellier/Montpellier_EPSG2154_4.tif,Montpellier/COS9/Montpellier_4-v4.tif,0,0,2048,2048,4
DigitanieV2,5,Montpellier/Montpellier_EPSG2154_5.tif,Montpellier/COS9/Montpellier_5-v4.tif,0,0,2048,2048,5
DigitanieV2,6,Montpellier/Montpellier_EPSG2154_6.tif,Montpellier/COS9/Montpellier_6-v4.tif,0,0,2048,2048,6
DigitanieV2,7,Montpellier/Montpellier_EPSG2154_7.tif,Montpellier/COS9/Montpellier_7-v4.tif,0,0,2048,2048,7
DigitanieV2,8,Montpellier/Montpellier_EPSG2154_8.tif,Montpellier/COS9/Montpellier_8-v4.tif,0,0,2048,2048,8
DigitanieV2,9,Montpellier/Montpellier_EPSG2154_9.tif,Montpellier/COS9/Montpellier_9-v4.tif,0,0,2048,2048,9
DigitanieV2,0,Nantes/Nantes_EPSG32630_0.tif,Nantes/COS9/Nantes_0.tif,0,0,2048,2048,0
DigitanieV2,1,Nantes/Nantes_EPSG32630_1.tif,Nantes/COS9/Nantes_1.tif,0,0,2048,2048,1
DigitanieV2,2,Nantes/Nantes_EPSG32630_2.tif,Nantes/COS9/Nantes_2.tif,0,0,2048,2048,2
DigitanieV2,3,Nantes/Nantes_EPSG32630_3.tif,Nantes/COS9/Nantes_3.tif,0,0,2048,2048,3
DigitanieV2,4,Nantes/Nantes_EPSG32630_4.tif,Nantes/COS9/Nantes_4.tif,0,0,2048,2048,4
DigitanieV2,5,Nantes/Nantes_EPSG32630_5.tif,Nantes/COS9/Nantes_5.tif,0,0,2048,2048,5
DigitanieV2,6,Nantes/Nantes_EPSG32630_6.tif,Nantes/COS9/Nantes_6.tif,0,0,2048,2048,6
DigitanieV2,7,Nantes/Nantes_EPSG32630_7.tif,Nantes/COS9/Nantes_7.tif,0,0,2048,2048,7
DigitanieV2,8,Nantes/Nantes_EPSG32630_8.tif,Nantes/COS9/Nantes_8.tif,0,0,2048,2048,8
DigitanieV2,9,Nantes/Nantes_EPSG32630_9.tif,Nantes/COS9/Nantes_9.tif,0,0,2048,2048,9
DigitanieV2,0,Port-Elisabeth/Port-Elisabeth_EPSG32735_0.tif,Port-Elisabeth/COS9/Port-Elisabeth_0.tif,0,0,2048,2048,0
DigitanieV2,1,Port-Elisabeth/Port-Elisabeth_EPSG32735_1.tif,Port-Elisabeth/COS9/Port-Elisabeth_1.tif,0,0,2048,2048,1
DigitanieV2,2,Port-Elisabeth/Port-Elisabeth_EPSG32735_2.tif,Port-Elisabeth/COS9/Port-Elisabeth_2.tif,0,0,2048,2048,2
DigitanieV2,3,Port-Elisabeth/Port-Elisabeth_EPSG32735_3.tif,Port-Elisabeth/COS9/Port-Elisabeth_3.tif,0,0,2048,2048,3
DigitanieV2,4,Port-Elisabeth/Port-Elisabeth_EPSG32735_4.tif,Port-Elisabeth/COS9/Port-Elisabeth_4.tif,0,0,2048,2048,4
DigitanieV2,5,Port-Elisabeth/Port-Elisabeth_EPSG32735_5.tif,Port-Elisabeth/COS9/Port-Elisabeth_5.tif,0,0,2048,2048,5
DigitanieV2,6,Port-Elisabeth/Port-Elisabeth_EPSG32735_6.tif,Port-Elisabeth/COS9/Port-Elisabeth_6.tif,0,0,2048,2048,6
DigitanieV2,7,Port-Elisabeth/Port-Elisabeth_EPSG32735_7.tif,Port-Elisabeth/COS9/Port-Elisabeth_7.tif,0,0,2048,2048,7
DigitanieV2,8,Port-Elisabeth/Port-Elisabeth_EPSG32735_8.tif,Port-Elisabeth/COS9/Port-Elisabeth_8.tif,0,0,2048,2048,8
DigitanieV2,9,Port-Elisabeth/Port-Elisabeth_EPSG32735_9.tif,Port-Elisabeth/COS9/Port-Elisabeth_9.tif,0,0,2048,2048,9
DigitanieV2,0,Shanghai/Shanghai_EPSG32651_0.tif,Shanghai/COS9/Shanghai_0-v4.tif,0,0,2048,2048,0
DigitanieV2,1,Shanghai/Shanghai_EPSG32651_1.tif,Shanghai/COS9/Shanghai_1-v4.tif,0,0,2048,2048,1
DigitanieV2,2,Shanghai/Shanghai_EPSG32651_2.tif,Shanghai/COS9/Shanghai_2-v4.tif,0,0,2048,2048,2
DigitanieV2,3,Shanghai/Shanghai_EPSG32651_3.tif,Shanghai/COS9/Shanghai_3-v4.tif,0,0,2048,2048,3
DigitanieV2,4,Shanghai/Shanghai_EPSG32651_4.tif,Shanghai/COS9/Shanghai_4-v4.tif,0,0,2048,2048,4
DigitanieV2,5,Shanghai/Shanghai_EPSG32651_5.tif,Shanghai/COS9/Shanghai_5-v4.tif,0,0,2048,2048,5
DigitanieV2,6,Shanghai/Shanghai_EPSG32651_6.tif,Shanghai/COS9/Shanghai_6-v4.tif,0,0,2048,2048,6
DigitanieV2,7,Shanghai/Shanghai_EPSG32651_7.tif,Shanghai/COS9/Shanghai_7-v4.tif,0,0,2048,2048,7
DigitanieV2,8,Shanghai/Shanghai_EPSG32651_8.tif,Shanghai/COS9/Shanghai_8-v4.tif,0,0,2048,2048,8
DigitanieV2,9,Shanghai/Shanghai_EPSG32651_9.tif,Shanghai/COS9/Shanghai_9-v4.tif,0,0,2048,2048,9
DigitanieV2,0,Tianjin/Tianjin_32650_0.tif,Tianjin/COS9/Tianjin_0-v4.tif,0,0,2048,2048,0
DigitanieV2,1,Tianjin/Tianjin_32650_1.tif,Tianjin/COS9/Tianjin_1-v4.tif,0,0,2048,2048,1
DigitanieV2,2,Tianjin/Tianjin_32650_2.tif,Tianjin/COS9/Tianjin_2-v4.tif,0,0,2048,2048,2
DigitanieV2,3,Tianjin/Tianjin_32650_3.tif,Tianjin/COS9/Tianjin_3-v4.tif,0,0,2048,2048,3
DigitanieV2,4,Tianjin/Tianjin_32650_4.tif,Tianjin/COS9/Tianjin_4-v4.tif,0,0,2048,2048,4
DigitanieV2,5,Tianjin/Tianjin_32650_5.tif,Tianjin/COS9/Tianjin_5-v4.tif,0,0,2048,2048,5
DigitanieV2,6,Tianjin/Tianjin_32650_6.tif,Tianjin/COS9/Tianjin_6-v4.tif,0,0,2048,2048,6
DigitanieV2,7,Tianjin/Tianjin_32650_7.tif,Tianjin/COS9/Tianjin_7-v4.tif,0,0,2048,2048,7
DigitanieV2,8,Tianjin/Tianjin_32650_8.tif,Tianjin/COS9/Tianjin_8-v4.tif,0,0,2048,2048,8
DigitanieV2,9,Tianjin/Tianjin_32650_9.tif,Tianjin/COS9/Tianjin_9-v4.tif,0,0,2048,2048,9
